code_script,iso_639_3,iso_639_2,Lang
gam_Latn,gam,gam,Kandawo
gaw_Latn,gaw,gaw,Nobonob
gaz_Latn,gaz,gaz,West Central Oromo
gbi_Latn,gbi,gbi,Galela
gbo_Latn,gbo,gbo,Northern Grebo
gbr_Latn,gbr,gbr,Gbagyi
gcf_Latn,gcf,gcf,Guadeloupean Creole French
gcr_Latn,gcr,gcr,Guianese Creole French
gde_Latn,gde,gde,Gude
gdg_Latn,gdg,gdg,Ga'dang
gdn_Latn,gdn,gdn,Umanakaina
gdr_Latn,gdr,gdr,Wipi
geb_Latn,geb,geb,Kire
gej_Latn,gej,gej,Gen
gfk_Latn,gfk,gfk,Patpatar
ghe_Deva,ghe,ghe,Southern Ghale
ghs_Latn,ghs,ghs,Guhu-Samane
gid_Latn,gid,gid,Gidar
gil_Latn,gil,gil,Gilbertese
giz_Latn,giz,giz,South Giziga
gjn_Latn,gjn,gjn,Gonja
gkn_Latn,gkn,gkn,Gokana
gla_Latn,gla,gd,Scottish Gaelic
gle_Latn,gle,ga,Irish
glg_Latn,glg,gl,Galician
glk_Arab,glk,glk,Gilaki
glv_Latn,glv,gv,Manx
gmh_Latn,gmh,gmh,Middle High German (ca. 1050-1500)
gmv_Ethi,gmv,gmv,Gamo
gmv_Latn,gmv,gmv,Gamo
gna_Latn,gna,gna,Kaansa
gnb_Latn,gnb,gnb,Gangte
gnd_Latn,gnd,gnd,Zulgo-Gemzek
gng_Latn,gng,gng,Ngangam
gnn_Latn,gnn,gnn,Gumatj
gnw_Latn,gnw,gnw,Western Bolivian Guaraní
goa_Latn,goa,goa,Guro
gof_Ethi,gof,gof,Gofa
gof_Latn,gof,gof,Gofa
gog_Latn,gog,gog,Gogo
goh_Latn,goh,goh,Old High German (ca. 750-1050)
gom_Deva,gom,gom,Goan Konkani
gom_Latn,gom,gom,Goan Konkani
gor_Latn,gor,gor,Gorontalo
gos_Latn,gos,gos,Gronings
got_Goth,got,got,Gothic
got_Latn,got,got,Gothic
gqr_Latn,gqr,gqr,Gor
grc_Grek,grc,grc,Ancient Greek (to 1453)
grt_Beng,grt,grt,Garo
gso_Latn,gso,gso,Southwest Gbaya
gsw_Latn,gsw,gsw,Swiss German
gub_Latn,gub,gub,Guajajára
guc_Latn,guc,guc,Wayuu
gud_Latn,gud,gud,Yocoboué Dida
gug_Latn,gug,gug,Paraguayan Guaraní
guh_Latn,guh,guh,Guahibo
gui_Latn,gui,gui,Eastern Bolivian Guaraní
guj_Gujr,guj,gu,Gujarati
guj_Latn,guj,gu,Gujarati
guk_Ethi,guk,guk,Gumuz
gul_Latn,gul,gul,Sea Island Creole English
gum_Latn,gum,gum,Guambiano
gun_Latn,gun,gun,Mbyá Guaraní
guo_Latn,guo,guo,Guayabero
guq_Latn,guq,guq,Aché
gur_Latn,gur,gur,Farefare
guu_Latn,guu,guu,Yanomamö
guw_Latn,guw,guw,Gun
gux_Latn,gux,gux,Gourmanchéma
guz_Latn,guz,guz,Gusii
gvc_Latn,gvc,gvc,Guanano
gvf_Latn,gvf,gvf,Golin
gvl_Latn,gvl,gvl,Gulay
gvn_Latn,gvn,gvn,Kuku-Yalanji
gwi_Latn,gwi,gwi,Gwichʼin
gwr_Latn,gwr,gwr,Gwere
gya_Latn,gya,gya,Northwest Gbaya
gym_Latn,gym,gym,Ngäbere
gyr_Latn,gyr,gyr,Guarayu
hac_Arab,hac,hac,Gurani
hae_Latn,hae,hae,Eastern Oromo
hag_Latn,hag,hag,Hanga
hak_Hani,hak,hak,Hakka Chinese
hak_Latn,hak,hak,Hakka Chinese
hat_Latn,hat,ht,Haitian
hau_Latn,hau,ha,Hausa
hav_Latn,hav,hav,Havu
haw_Latn,haw,haw,Hawaiian
hay_Latn,hay,hay,Haya
hbo_Hebr,hbo,hbo,Ancient Hebrew
hch_Latn,hch,hch,Huichol
heb_Hebr,heb,he,Hebrew
heg_Latn,heg,heg,Helong
heh_Latn,heh,heh,Hehe
her_Latn,her,hz,Herero
hif_Latn,hif,hif,Fiji Hindi
hig_Latn,hig,hig,Kamwe
hil_Latn,hil,hil,Hiligaynon
hin_Deva,hin,hi,Hindi
hin_Latn,hin,hi,Hindi
hix_Latn,hix,hix,Hixkaryána
hla_Latn,hla,hla,Halia
hlt_Latn,hlt,hlt,Matu Chin
hmo_Latn,hmo,ho,Hiri Motu
hmr_Latn,hmr,hmr,Hmar
hne_Deva,hne,hne,Chhattisgarhi
hnj_Latn,hnj,hnj,Hmong Njua
hnn_Latn,hnn,hnn,Hanunoo
hns_Latn,hns,hns,Caribbean Hindustani
hoc_Latn,hoc,hoc,Ho
hoc_Wara,hoc,hoc,Ho
hop_Latn,hop,hop,Hopi
hot_Latn,hot,hot,Hote
hra_Latn,hra,hra,Hrangkhol
hrv_Latn,hrv,hr,Croatian
hrx_Latn,hrx,hrx,Hunsrik
hsb_Latn,hsb,hsb,Upper Sorbian
hto_Latn,hto,hto,Minica Huitoto
hub_Latn,hub,hub,Huambisa
hui_Latn,hui,hui,Huli
hun_Latn,hun,hu,Hungarian
hus_Latn,hus,hus,Huastec
huu_Latn,huu,huu,Murui Huitoto
huv_Latn,huv,huv,San Mateo Del Mar Huave
hvn_Latn,hvn,hvn,Sabu
hwc_Latn,hwc,hwc,Hawai'i Creole English
hye_Armn,hye,hy,Armenian
hyw_Armn,hyw,hyw,Western Armenian
ian_Latn,ian,ian,Iatmul
iba_Latn,iba,iba,Iban
ibg_Latn,ibg,ibg,Ibanag
ibo_Latn,ibo,ig,Igbo
icr_Latn,icr,icr,Islander Creole English
ido_Latn,ido,io,Ido
idu_Latn,idu,idu,Idoma
ifa_Latn,ifa,ifa,Amganad Ifugao
ifb_Latn,ifb,ifb,Batad Ifugao
ife_Latn,ife,ife,Ifè
ifk_Latn,ifk,ifk,Tuwali Ifugao
ifu_Latn,ifu,ifu,Mayoyao Ifugao
ify_Latn,ify,ify,Keley-I Kallahan
ige_Latn,ige,ige,Igede
ign_Latn,ign,ign,Ignaciano
ike_Cans,ike,ike,Eastern Canadian Inuktitut
ikk_Latn,ikk,ikk,Ika
ikt_Latn,ikt,ikt,Inuinnaqtun
ikw_Latn,ikw,ikw,Ikwere
ilb_Latn,ilb,ilb,Ila
ile_Latn,ile,ie,Interlingue
ilo_Latn,ilo,ilo,Iloko
imo_Latn,imo,imo,Imbongu
ina_Latn,ina,ia,Interlingua (International Auxiliary Language Association)
inb_Latn,inb,inb,Inga
ind_Latn,ind,id,Indonesian
inh_Cyrl,inh,inh,Ingush
ino_Latn,ino,ino,Inoke-Yate
iou_Latn,iou,iou,Tuma-Irumu
ipi_Latn,ipi,ipi,Ipili
iqw_Latn,iqw,iqw,Ikwo
iri_Latn,iri,iri,Rigwe
irk_Latn,irk,irk,Iraqw
iry_Latn,iry,iry,Iraya
isd_Latn,isd,isd,Isnag
ish_Latn,ish,ish,Esan
isl_Latn,isl,is,Icelandic
iso_Latn,iso,iso,Isoko
ita_Latn,ita,it,Italian
itl_Cyrl,itl,itl,Itelmen
itv_Latn,itv,itv,Itawit
ium_Latn,ium,ium,Iu Mien
ivb_Latn,ivb,ivb,Ibatan
ivv_Latn,ivv,ivv,Ivatan
iws_Latn,iws,iws,Sepik Iwam
ixl_Latn,ixl,ixl,Ixil
izr_Latn,izr,izr,Izere
izz_Latn,izz,izz,Izii
jaa_Latn,jaa,jaa,Jamamadí
jac_Latn,jac,jac,Popti'
jae_Latn,jae,jae,Yabem
jam_Latn,jam,jam,Jamaican Creole English
jav_Java,jav,jv,Javanese
jav_Latn,jav,jv,Javanese
jbo_Latn,jbo,jbo,Lojban
jbu_Latn,jbu,jbu,Jukun Takum
jic_Latn,jic,jic,Tol
jiv_Latn,jiv,jiv,Shuar
jmc_Latn,jmc,jmc,Machame
jpn_Jpan,jpn,ja,Japanese
jra_Latn,jra,jra,Jarai
jun_Orya,jun,jun,Juang
jvn_Latn,jvn,jvn,Caribbean Javanese
kaa_Cyrl,kaa,kaa,Kara-Kalpak
kaa_Latn,kaa,kaa,Kara-Kalpak
kab_Latn,kab,kab,Kabyle
kac_Latn,kac,kac,Kachin
kak_Latn,kak,kak,Kalanguya
kal_Latn,kal,kl,Kalaallisut
kam_Latn,kam,kam,Kamba (Kenya)
kan_Knda,kan,kn,Kannada
kan_Latn,kan,kn,Kannada
kao_Latn,kao,kao,Xaasongaxango
kap_Cyrl,kap,kap,Bezhta
kaq_Latn,kaq,kaq,Capanahua
kas_Arab,kas,ks,Kashmiri
kas_Deva,kas,ks,Kashmiri
kas_Latn,kas,ks,Kashmiri
kat_Geor,kat,ka,Georgian
kaz_Cyrl,kaz,kk,Kazakh
kbc_Latn,kbc,kbc,Kadiwéu
kbd_Cyrl,kbd,kbd,Kabardian
kbh_Latn,kbh,kbh,Camsá
kbm_Latn,kbm,kbm,Iwal
kbo_Latn,kbo,kbo,Keliko
kbp_Latn,kbp,kbp,Kabiyè
kbq_Latn,kbq,kbq,Kamano
kbr_Latn,kbr,kbr,Kafa
kby_Latn,kby,kby,Manga Kanuri
kca_Cyrl,kca,kca,Khanty
kcg_Latn,kcg,kcg,Tyap
kck_Latn,kck,kck,Kalanga
kdc_Latn,kdc,kdc,Kutu
kde_Latn,kde,kde,Makonde
kdh_Latn,kdh,kdh,Tem
kdi_Latn,kdi,kdi,Kumam
kdj_Latn,kdj,kdj,Karamojong
kdl_Latn,kdl,kdl,Tsikimba
kdp_Latn,kdp,kdp,Kaningdon-Nindem
kdr_Latn,kdr,kdr,Karaim
kea_Latn,kea,kea,Kabuverdianu
kei_Latn,kei,kei,Kei
kek_Latn,kek,kek,Kekchí
ken_Latn,ken,ken,Kenyang
keo_Latn,keo,keo,Kakwa
ker_Latn,ker,ker,Kera
kew_Latn,kew,kew,West Kewa
kex_Deva,kex,kex,Kukna
kez_Latn,kez,kez,Kukele
kff_Telu,kff,kff,Koya
kgf_Latn,kgf,kgf,Kube
kgk_Latn,kgk,kgk,Kaiwá
kgp_Latn,kgp,kgp,Kaingang
kgr_Latn,kgr,kgr,Abun
kha_Latn,kha,kha,Khasi
khk_Cyrl,khk,khk,Halh Mongolian
khm_Khmr,khm,km,Khmer
khq_Latn,khq,khq,Koyra Chiini Songhay
khs_Latn,khs,khs,Kasua
khy_Latn,khy,khy,Kele (Democratic Republic of Congo)
khz_Latn,khz,khz,Keapara
kia_Latn,kia,kia,Kim
kij_Latn,kij,kij,Kilivila
kik_Latn,kik,ki,Kikuyu
kin_Latn,kin,rw,Kinyarwanda
kir_Cyrl,kir,ky,Kirghiz
kiu_Latn,kiu,kiu,Kirmanjki (individual language)
kix_Latn,kix,kix,Khiamniungan Naga
kjb_Latn,kjb,kjb,Q'anjob'al
kje_Latn,kje,kje,Kisar
kjh_Cyrl,kjh,kjh,Khakas
kjs_Latn,kjs,kjs,East Kewa
kkc_Latn,kkc,kkc,Odoodee
kki_Latn,kki,kki,Kagulu
kkj_Latn,kkj,kkj,Kako
kkl_Latn,kkl,kkl,Kosarek Yale
kle_Deva,kle,kle,Kulung (Nepal)
klt_Latn,klt,klt,Nukna
klv_Latn,klv,klv,Maskelynes
kma_Latn,kma,kma,Konni
kmb_Latn,kmb,kmb,Kimbundu
kmd_Latn,kmd,kmd,Majukayang Kalinga
kmg_Latn,kmg,kmg,Kâte
kmh_Latn,kmh,kmh,Kalam
kmk_Latn,kmk,kmk,Limos Kalinga
kmm_Latn,kmm,kmm,Kom (India)
kmo_Latn,kmo,kmo,Kwoma
kmr_Cyrl,kmr,kmr,Northern Kurdish
kmr_Latn,kmr,kmr,Northern Kurdish
kms_Latn,kms,kms,Kamasau
kmu_Latn,kmu,kmu,Kanite
kmy_Latn,kmy,kmy,Koma
knc_Arab,knc,knc,Central Kanuri
knc_Latn,knc,knc,Central Kanuri
kne_Latn,kne,kne,Kankanaey
knf_Latn,knf,knf,Mankanya
kng_Latn,kng,kng,Koongo
knj_Latn,knj,knj,Western Kanjobal
knk_Latn,knk,knk,Kuranko
kno_Latn,kno,kno,Kono (Sierra Leone)
knv_Latn,knv,knv,Tabo
knx_Latn,knx,knx,Kendayan
kny_Latn,kny,kny,Kanyok
kog_Latn,kog,kog,Cogui
koi_Cyrl,koi,koi,Komi-Permyak
koo_Latn,koo,koo,Konzo
kor_Hang,kor,ko,Korean
kos_Latn,kos,kos,Kosraean
kpe_Latn,kpe,kpe,Kpelle
kpf_Latn,kpf,kpf,Komba
kpg_Latn,kpg,kpg,Kapingamarangi
kpj_Latn,kpj,kpj,Karajá
kpq_Latn,kpq,kpq,Korupun-Sela
kpr_Latn,kpr,kpr,Korafe-Yegha
kpv_Cyrl,kpv,kpv,Komi-Zyrian
kpw_Latn,kpw,kpw,Kobon
kpx_Latn,kpx,kpx,Mountain Koiali
kpz_Latn,kpz,kpz,Kupsabiny
kqa_Latn,kqa,kqa,Mum
kqc_Latn,kqc,kqc,Doromu-Koki
kqe_Latn,kqe,kqe,Kalagan
kqf_Latn,kqf,kqf,Kakabai
kql_Latn,kql,kql,Kyenele
kqn_Latn,kqn,kqn,Kaonde
kqo_Latn,kqo,kqo,Eastern Krahn
kqp_Latn,kqp,kqp,Kimré
kqs_Latn,kqs,kqs,Northern Kissi
kqw_Latn,kqw,kqw,Kandas
kqy_Ethi,kqy,kqy,Koorete
krc_Cyrl,krc,krc,Karachay-Balkar
kri_Latn,kri,kri,Krio
krj_Latn,krj,krj,Kinaray-A
krl_Latn,krl,krl,Karelian
kru_Deva,kru,kru,Kurukh
krx_Latn,krx,krx,Karon
ksb_Latn,ksb,ksb,Shambala
ksc_Latn,ksc,ksc,Southern Kalinga
ksd_Latn,ksd,ksd,Kuanua
ksf_Latn,ksf,ksf,Bafia
ksh_Latn,ksh,ksh,Kölsch
ksj_Latn,ksj,ksj,Uare
ksp_Latn,ksp,ksp,Kaba
ksr_Latn,ksr,ksr,Borong
kss_Latn,kss,kss,Southern Kisi
ksw_Mymr,ksw,ksw,S'gaw Karen
ktb_Ethi,ktb,ktb,Kambaata
ktj_Latn,ktj,ktj,Plapo Krumen
ktm_Latn,ktm,ktm,Kurti
kto_Latn,kto,kto,Kuot
ktu_Latn,ktu,ktu,Kituba (Democratic Republic of Congo)
ktz_Latn,ktz,ktz,Juǀʼhoan
kua_Latn,kua,kj,Kuanyama
kub_Latn,kub,kub,Kutep
kud_Latn,kud,kud,'Auhelawa
kue_Latn,kue,kue,Kuman (Papua New Guinea)
kuj_Latn,kuj,kuj,Kuria
kum_Cyrl,kum,kum,Kumyk
kup_Latn,kup,kup,Kunimaipa
kus_Latn,kus,kus,Kusaal
kvg_Latn,kvg,kvg,Kuni-Boazi
kvj_Latn,kvj,kvj,Psikye
kvn_Latn,kvn,kvn,Border Kuna
kwd_Latn,kwd,kwd,Kwaio
kwf_Latn,kwf,kwf,Kwara'ae
kwi_Latn,kwi,kwi,Awa-Cuaiquer
kwj_Latn,kwj,kwj,Kwanga
kwn_Latn,kwn,kwn,Kwangali
kwy_Latn,kwy,kwy,San Salvador Kongo
kxc_Ethi,kxc,kxc,Konso
kxm_Thai,kxm,kxm,Northern Khmer
kxw_Latn,kxw,kxw,Konai
kyc_Latn,kyc,kyc,Kyaka
kyf_Latn,kyf,kyf,Kouya
kyg_Latn,kyg,kyg,Keyagana
kyq_Latn,kyq,kyq,Kenga
kyu_Kali,kyu,kyu,Western Kayah
kyu_Latn,kyu,kyu,Western Kayah
kyu_Mymr,kyu,kyu,Western Kayah
kyz_Latn,kyz,kyz,Kayabí
kze_Latn,kze,kze,Kosena
kzf_Latn,kzf,kzf,Da'a Kaili
kzj_Latn,kzj,kzj,Coastal Kadazan
kzn_Latn,kzn,kzn,Kokola
lac_Latn,lac,lac,Lacandon
lad_Hebr,lad,lad,Ladino
lad_Latn,lad,lad,Ladino
lai_Latn,lai,lai,Lambya
laj_Latn,laj,laj,Lango (Uganda)
lam_Latn,lam,lam,Lamba
lao_Laoo,lao,lo,Lao
lap_Latn,lap,lap,Laka (Chad)
las_Latn,las,las,Lama (Togo)
lat_Latn,lat,la,Latin
law_Latn,law,law,Lauje
lbb_Latn,lbb,lbb,Label
lbe_Cyrl,lbe,lbe,Lak
lbj_Tibt,lbj,lbj,Ladakhi
lbk_Latn,lbk,lbk,Central Bontok
lcm_Latn,lcm,lcm,Tungag
lcp_Thai,lcp,lcp,Western Lawa
ldi_Latn,ldi,ldi,Laari
ldn_Latn,ldn,ldn,Láadan
lea_Latn,lea,lea,Lega-Shabunda
led_Latn,led,led,Lendu
lee_Latn,lee,lee,Lyélé
lef_Latn,lef,lef,Lelemi
leh_Latn,leh,leh,Lenje
lem_Latn,lem,lem,Nomaande
leu_Latn,leu,leu,Kara (Papua New Guinea)
lew_Latn,lew,lew,Ledo Kaili
lex_Latn,lex,lex,Luang
lez_Cyrl,lez,lez,Lezghian
lfn_Cyrl,lfn,lfn,Lingua Franca Nova
lfn_Latn,lfn,lfn,Lingua Franca Nova
lgg_Latn,lgg,lgg,Lugbara
lgl_Latn,lgl,lgl,Wala
lgm_Latn,lgm,lgm,Lega-Mwenga
lhi_Latn,lhi,lhi,Lahu Shi
lhu_Latn,lhu,lhu,Lahu
lia_Latn,lia,lia,West-Central Limba
lid_Latn,lid,lid,Nyindrou
lif_Deva,lif,lif,Limbu
lif_Limb,lif,lif,Limbu
lij_Latn,lij,lij,Ligurian
lim_Latn,lim,li,Limburgan
lin_Latn,lin,ln,Lingala
lip_Latn,lip,lip,Sekpele
lis_Lisu,lis,lis,Lisu
lit_Latn,lit,lt,Lithuanian
liv_Latn,liv,liv,Liv
ljp_Latn,ljp,ljp,Lampung Api
lki_Arab,lki,lki,Laki
llb_Latn,llb,llb,Lolo
lld_Latn,lld,lld,Ladin
llg_Latn,llg,llg,Lole
lln_Latn,lln,lln,Lele (Chad)
lmk_Latn,lmk,lmk,Lamkang
lmo_Latn,lmo,lmo,Lombard
lmp_Latn,lmp,lmp,Limbum
lnd_Latn,lnd,lnd,Lundayeh
lob_Latn,lob,lob,Lobi
loe_Latn,loe,loe,Saluan
log_Latn,log,log,Logo
lok_Latn,lok,lok,Loko
lol_Latn,lol,lol,Mongo
lom_Latn,lom,lom,Loma (Liberia)
loq_Latn,loq,loq,Lobala
loz_Latn,loz,loz,Lozi
lrc_Arab,lrc,lrc,Northern Luri
lsi_Latn,lsi,lsi,Lashi
lsm_Latn,lsm,lsm,Saamia
ltg_Latn,ltg,ltg,Latgalian
ltz_Latn,ltz,lb,Luxembourgish
lua_Latn,lua,lua,Luba-Lulua
lub_Latn,lub,lu,Luba-Katanga
luc_Latn,luc,luc,Aringa
lud_Latn,lud,lud,Ludian
lue_Latn,lue,lue,Luvale
lug_Latn,lug,lg,Ganda
lun_Latn,lun,lun,Lunda
luo_Latn,luo,luo,Luo (Kenya and Tanzania)
lus_Latn,lus,lus,Lushai
lvs_Latn,lvs,lvs,Standard Latvian
lwg_Latn,lwg,lwg,Wanga
lwo_Latn,lwo,lwo,Luwo
lww_Latn,lww,lww,Lewo
lzh_Hani,lzh,lzh,Literary Chinese
maa_Latn,maa,maa,San Jerónimo Tecóatl Mazatec
mad_Latn,mad,mad,Madurese
maf_Latn,maf,maf,Mafa
mag_Deva,mag,mag,Magahi
mah_Latn,mah,mh,Marshallese
mai_Deva,mai,mai,Maithili
maj_Latn,maj,maj,Jalapa De Díaz Mazatec
mak_Latn,mak,mak,Makasar
mal_Latn,mal,ml,Malayalam
mal_Mlym,mal,ml,Malayalam
mam_Latn,mam,mam,Mam
maq_Latn,maq,maq,Chiquihuitlán Mazatec
mar_Deva,mar,mr,Marathi
mar_Latn,mar,mr,Marathi
mas_Latn,mas,mas,Masai
mau_Latn,mau,mau,Huautla Mazatec
mav_Latn,mav,mav,Sateré-Mawé
maw_Latn,maw,maw,Mampruli
max_Latn,max,max,North Moluccan Malay
maz_Latn,maz,maz,Central Mazahua
mbb_Latn,mbb,mbb,Western Bukidnon Manobo
mbc_Latn,mbc,mbc,Macushi
mbd_Latn,mbd,mbd,Dibabawon Manobo
mbf_Latn,mbf,mbf,Baba Malay
mbh_Latn,mbh,mbh,Mangseng
mbi_Latn,mbi,mbi,Ilianen Manobo
mbj_Latn,mbj,mbj,Nadëb
mbl_Latn,mbl,mbl,Maxakalí
mbs_Latn,mbs,mbs,Sarangani Manobo
mbt_Latn,mbt,mbt,Matigsalug Manobo
mca_Latn,mca,mca,Maca
mcb_Latn,mcb,mcb,Machiguenga
mcd_Latn,mcd,mcd,Sharanahua
mcf_Latn,mcf,mcf,Matsés
mck_Latn,mck,mck,Mbunda
mcn_Latn,mcn,mcn,Masana
mco_Latn,mco,mco,Coatlán Mixe
mcp_Latn,mcp,mcp,Makaa
mcq_Latn,mcq,mcq,Ese
mcu_Latn,mcu,mcu,Cameroon Mambila
mda_Latn,mda,mda,Mada (Nigeria)
mdf_Cyrl,mdf,mdf,Moksha
mdy_Ethi,mdy,mdy,Male (Ethiopia)
med_Latn,med,med,Melpa
mee_Latn,mee,mee,Mengen
mej_Latn,mej,mej,Meyah
mek_Latn,mek,mek,Mekeo
men_Latn,men,men,Mende (Sierra Leone)
meq_Latn,meq,meq,Merey
mer_Latn,mer,mer,Meru
met_Latn,met,met,Mato
meu_Latn,meu,meu,Motu
mev_Latn,mev,mev,Mano
mfe_Latn,mfe,mfe,Morisyen
mfg_Latn,mfg,mfg,Mogofin
mfh_Latn,mfh,mfh,Matal
mfi_Latn,mfi,mfi,Wandala
mfk_Latn,mfk,mfk,North Mofu
mfq_Latn,mfq,mfq,Moba
mfy_Latn,mfy,mfy,Mayo
mfz_Latn,mfz,mfz,Mabaan
mgc_Latn,mgc,mgc,Morokodo
mgh_Latn,mgh,mgh,Makhuwa-Meetto
mgm_Latn,mgm,mgm,Mambae
mgo_Latn,mgo,mgo,Meta'
mgr_Latn,mgr,mgr,Mambwe-Lungu
mhi_Latn,mhi,mhi,Ma'di
mhl_Latn,mhl,mhl,Mauwake
mhr_Cyrl,mhr,mhr,Eastern Mari
mhw_Latn,mhw,mhw,Mbukushu
mhx_Latn,mhx,mhx,Maru
mhy_Latn,mhy,mhy,Ma'anyan
mib_Latn,mib,mib,Atatláhuca Mixtec
mic_Latn,mic,mic,Mi'kmaq
mie_Latn,mie,mie,Ocotepec Mixtec
mif_Latn,mif,mif,Mofu-Gudur
mig_Latn,mig,mig,San Miguel El Grande Mixtec
mih_Latn,mih,mih,Chayuco Mixtec
mil_Latn,mil,mil,Peñoles Mixtec
mim_Latn,mim,mim,Alacatlatzala Mixtec
min_Arab,min,min,Minangkabau
min_Latn,min,min,Minangkabau
mio_Latn,mio,mio,Pinotepa Nacional Mixtec
mip_Latn,mip,mip,Apasco-Apoala Mixtec
miq_Latn,miq,miq,Mískito
mir_Latn,mir,mir,Isthmus Mixe
mit_Latn,mit,mit,Southern Puebla Mixtec
miy_Latn,miy,miy,Ayutla Mixtec
